1000 700
1676 195 415
1677 183 2219
1678 42 1912
1679 172 2361
1680 50 2453
1681 59 1422
1682 41 40
1683 65 2106
1684 167 1951
1685 170 376
1686 87 2394
1687 28 1995
1688 149 862
1689 69 1553
1690 142 542
1691 104 1624
1692 172 2182
1693 146 2661
1694 181 1525
1695 133 2910
1696 185 40
1697 195 2129
1698 55 1355
1699 50 374
1700 114 1228
1701 29 224
1702 149 1745
1703 26 1354
1704 150 2382
1705 146 2939
1706 180 1625
1707 154 879
1708 63 2756
1709 28 1899
1710 144 264
1711 113 2961
1712 119 1195
1713 81 1086
1714 158 675
1715 147 559
1716 54 2207
1717 174 2874
1718 159 351
1719 91 908
1720 172 1836
1721 190 2655
1722 125 2760
1723 166 1267
1724 107 1777
1725 69 1146
1726 56 29
1727 106 47
1728 80 547
1729 100 1477
1730 85 2942
1731 35 826
1732 60 168
1733 43 451
1734 46 2278
1735 118 249
1736 185 2908
1737 32 1925
1738 115 1141
1739 135 2885
1740 29 1412
1741 174 2660
1742 152 2488
1743 74 719
1744 58 1189
1745 171 1958
1746 122 1933
1747 95 630
1748 164 833
1749 104 2969
1750 150 141
1751 66 1927
1752 168 473
1753 107 418
1754 45 2098
1755 142 1881
1756 37 1684
1757 148 2652
1758 123 1950
1759 123 1908
1760 34 269
1761 137 1972
1762 138 999
1763 153 1653
1764 71 1384
1765 150 2645
1766 116 2191
1767 195 2276
1768 191 125
1769 141 1979
1770 70 347
1771 187 434
1772 126 102
1773 174 552
1774 195 1160
1775 131 2893
1776 52 323
1777 136 1333
1778 25 1816
1779 130 855
1780 183 2311
1781 195 2426
1782 197 2421
1783 45 1867
1784 42 2098
1785 149 2119
1786 172 2055
1787 97 1473
1788 132 2990
1789 72 1911
1790 29 1834
1791 131 280
1792 108 1018
1793 197 1180
1794 81 2302
1795 42 735
1796 132 2533
1797 200 112
1798 153 2565
1799 178 1850
1800 134 174
1801 185 1457
1802 124 1225
1803 65 1735
1804 78 2656
1805 45 66
1806 153 2799
1807 177 1348
1808 144 2661
1809 143 1352
1810 50 1912
1811 126 573
1812 60 2950
1813 148 749
1814 34 365
1815 46 1879
1816 178 1622
1817 111 117
1818 38 1319
1819 84 1763
1820 126 200
1821 100 2814
1822 119 2877
1823 177 1518
1824 177 1039
1825 62 1851
1826 142 2307
1827 47 1746
1828 152 1163
1829 118 2825
1830 47 147
1831 55 2417
1832 161 2741
1833 53 2318
1834 155 2088
1835 193 2384
1836 80 612
1837 85 2990
1838 32 1061
1839 99 729
1840 43 1728
1841 139 2753
1842 51 2705
1843 154 994
1844 83 2047
1845 91 2746
1846 137 225
1847 58 1665
1848 126 2398
1849 199 1728
1850 126 2063
1851 152 1125
1852 146 1012
1853 106 514
1854 137 2620
1855 90 2227
1856 180 1524
1857 67 2734
1858 116 1180
1859 71 2799
1860 194 2601
1861 80 2771
1862 122 2409
1863 155 495
1864 126 2417
1865 118 291
1866 31 1037
1867 95 1505
1868 145 2528
1869 58 1825
1870 44 963
1871 163 1199
1872 78 382
1873 92 1065
1874 89 2362
1875 31 2139
1876 27 1110
1877 141 2140
1878 126 695
1879 162 2324
1880 112 2559
1881 78 2294
1882 124 1381
1883 198 2996
1884 76 519
1885 188 759
1886 105 574
1887 45 1318
1888 43 592
1889 191 220
1890 178 949
1891 118 2268
1892 147 1618
1893 55 2928
1894 144 1744
1895 163 127
1896 134 2217
1897 101 1897
1898 181 570
1899 164 2208
1900 129 1415
1901 191 2921
1902 165 2627
1903 55 647
1904 187 1677
1905 42 524
1906 169 575
1907 159 2387
1908 120 1549
1909 115 2208
1910 132 1917
1911 158 1945
1912 45 1754
1913 98 2081
1914 196 437
1915 121 764
1916 76 2311
1917 196 1544
1918 73 2978
1919 86 2859
1920 198 408
1921 38 1631
1922 102 876
1923 145 1230
1924 48 683
1925 125 419
1926 64 122
1927 196 732
1928 68 205
1929 149 1903
1930 193 2157
1931 50 2844
1932 171 1405
1933 35 1107
1934 199 929
1935 142 388
1936 128 2051
1937 114 21
1938 191 387
1939 154 2702
1940 157 2390
1941 169 1020
1942 88 2484
1943 144 2091
1944 120 2268
1945 121 1032
1946 152 1714
1947 108 594
1948 182 2614
1949 140 2204
1950 30 17
1951 128 2581
1952 164 1961
1953 26 1994
1954 139 1555
1955 55 1120
1956 97 2167
1957 43 808
1958 162 1242
1959 106 1689
1960 69 1946
1961 57 2636
1962 99 948
1963 117 1128
1964 73 2281
1965 188 1807
1966 129 275
1967 75 2068
1968 195 1692
1969 109 2638
1970 95 108
1971 45 1895
1972 26 599
1973 142 1276
1974 153 655
1975 108 2701
1976 176 388
1977 193 610
1978 31 2917
1979 81 2600
1980 93 2772
1981 198 1846
1982 158 496
1983 153 2985
1984 188 2326
1985 38 138
1986 129 1082
1987 64 2410
1988 48 2437
1989 157 520
1990 155 1353
1991 61 42
1992 68 261
1993 67 427
1994 89 2739
1995 82 2726
1996 167 1783
1997 107 2908
1998 78 187
1999 28 1817
2000 112 2865
2001 138 3000
2002 26 1689
2003 98 2626
2004 45 798
2005 89 1919
2006 158 1069
2007 168 1242
2008 105 314
2009 28 2210
2010 197 2397
2011 143 2915
2012 91 1209
2013 102 808
2014 35 418
2015 25 1611
2016 74 2282
2017 26 1580
2018 179 1723
2019 53 2799
2020 193 2053
2021 62 2022
2022 106 1733
2023 39 2506
2024 167 2986
2025 107 2099
2026 54 1001
2027 77 912
2028 137 2538
2029 80 1308
2030 123 2048
2031 70 589
2032 81 1879
2033 176 3
2034 98 1076
2035 122 474
2036 184 2575
2037 167 953
2038 115 814
2039 27 353
2040 151 2525
2041 107 533
2042 86 2519
2043 52 438
2044 177 515
2045 145 2363
2046 50 2014
2047 199 1595
2048 77 2470
2049 141 2198
2050 129 2102
2051 167 1025
2052 148 2869
2053 193 2983
2054 66 139
2055 183 1481
2056 120 490
2057 125 893
2058 112 808
2059 178 2416
2060 123 427
2061 179 1940
2062 64 2081
2063 118 1036
2064 103 2483
2065 193 2799
2066 48 2903
2067 135 260
2068 156 856
2069 98 805
2070 138 1280
2071 141 1361
2072 33 2001
2073 37 2481
2074 81 935
2075 136 2187
2076 65 1026
2077 78 1152
2078 155 1660
2079 148 2713
2080 94 2420
2081 79 77
2082 163 1390
2083 40 2798
2084 69 1281
2085 66 590
2086 57 239
2087 103 2385
2088 111 1907
2089 113 2751
2090 57 1113
2091 33 1553
2092 90 63
2093 129 300
2094 58 1892
2095 28 215
2096 79 227
2097 171 1337
2098 200 979
2099 86 860
2100 163 2088
2101 113 2875
2102 174 1103
2103 188 2268
2104 170 1124
2105 51 202
2106 76 1307
2107 51 2078
2108 185 1811
2109 49 442
2110 158 2741
2111 96 2716
2112 63 1299
2113 117 1582
2114 181 2890
2115 169 2239
2116 169 1593
2117 90 2358
2118 136 1725
2119 90 409
