10000 7500
1288 143 9934
1289 192 12113
1290 111 14945
1291 139 7090
1292 99 23713
1293 134 2521
1294 39 4426
1295 97 29091
1296 67 2583
1297 171 24139
1298 134 16330
1299 31 344
1300 25 4342
1301 48 23120
1302 182 25372
1303 194 22500
1304 49 11361
1305 28 11199
1306 42 2982
1307 104 14172
1308 95 13102
1309 92 19205
1310 31 17005
1311 95 12705
1312 139 6137
1313 52 22833
1314 74 20322
1315 144 2291
1316 95 9743
1317 138 27332
1318 66 13323
1319 128 23122
1320 68 7147
1321 88 27341
1322 137 28960
1323 128 13175
1324 133 28204
1325 67 12291
1326 48 27025
1327 188 23850
1328 66 8191
1329 98 8331
1330 88 16209
1331 53 29526
1332 136 18734
1333 161 7417
1334 161 29392
1335 67 3092
1336 147 11210
1337 40 16667
1338 49 11943
1339 41 28581
1340 26 8571
1341 96 14409
1342 83 12219
1343 139 21460
1344 49 1292
1345 39 25272
1346 181 23115
1347 133 13452
1348 97 10709
1349 92 20257
1350 109 21406
1351 76 22991
1352 192 131
1353 65 19136
1354 97 22201
1355 173 4923
1356 27 4940
1357 75 19069
1358 78 10293
1359 73 13918
1360 153 16671
1361 77 29085
1362 81 16689
1363 112 4337
1364 29 9755
1365 137 13849
1366 177 24292
1367 95 16480
1368 142 22847
1369 71 19199
1370 79 29683
1371 177 28521
1372 38 2507
1373 142 28131
1374 168 4470
1375 56 24384
1376 140 27588
1377 116 19980
1378 108 18707
1379 101 18025
1380 69 25261
1381 153 12325
1382 153 15064
1383 76 26678
1384 46 17123
1385 172 5661
1386 29 22700
1387 157 4131
1388 63 28122
1389 173 14358
1390 39 27013
1391 77 12786
1392 128 21264
1393 102 21580
1394 122 3434
1395 188 21134
1396 142 24180
1397 75 24598
1398 51 21318
1399 52 29857
1400 112 19855
1401 149 7949
1402 35 16049
1403 199 14113
1404 131 27043
1405 30 29465
1406 127 19914
1407 115 1359
1408 113 21368
1409 194 27498
1410 57 15245
1411 63 29846
1412 184 4793
1413 132 1371
1414 103 28423
1415 83 10902
1416 45 13095
1417 58 7183
1418 63 7280
1419 167 19665
1420 43 2468
1421 130 11081
1422 117 14084
1423 127 16261
1424 99 11728
1425 102 12955
1426 164 15093
1427 56 19100
1428 117 13595
1429 46 22347
1430 73 4400
1431 25 6646
1432 62 28450
1433 188 22988
1434 42 11475
1435 85 22756
1436 190 20838
1437 68 25379
1438 97 22627
1439 63 23075
1440 154 1749
1441 53 14030
1442 33 25180
1443 193 13077
1444 63 6302
1445 72 27143
1446 69 15024
1447 68 4546
1448 169 23968
1449 133 8258
1450 138 29241
1451 109 2087
1452 134 11201
1453 161 24998
1454 75 15456
1455 128 14532
1456 28 452
1457 137 4044
1458 104 14393
1459 88 10758
1460 30 28895
1461 116 14098
1462 70 24392
1463 43 16447
1464 143 28880
1465 152 6504
1466 32 2069
1467 134 24550
1468 141 18759
1469 99 23447
1470 94 20323
1471 146 27769
1472 158 12891
1473 172 22757
1474 75 1635
1475 130 681
1476 58 470
1477 194 27151
1478 133 16125
1479 69 19571
1480 52 8301
1481 82 25827
1482 121 11015
1483 128 29989
1484 85 16275
1485 179 10338
1486 29 7764
1487 178 3722
1488 70 16269
1489 151 641
1490 136 12696
1491 129 18433
1492 53 28802
1493 199 14377
1494 198 5532
1495 163 12633
1496 128 20
1497 148 6904
1498 99 5187
1499 36 17159
1500 141 6678
1501 177 4409
1502 65 11954
1503 59 11447
1504 55 10961
1505 159 16126
1506 80 19759
1507 198 13173
1508 72 2844
1509 133 16190
1510 127 7848
1511 94 4910
1512 67 13633
1513 29 1605
1514 44 1408
1515 164 16632
1516 157 28964
1517 57 22526
1518 45 5523
1519 172 9139
1520 27 22410
1521 104 16490
1522 144 12525
1523 54 13431
1524 161 9915
1525 60 6447
1526 186 4794
1527 181 1980
1528 98 5873
1529 57 7245
1530 89 11404
1531 141 21717
1532 87 21269
1533 106 27635
1534 191 24565
1535 110 19625
1536 134 14741
1537 26 11845
1538 154 24832
1539 132 25338
1540 146 24895
1541 176 28859
1542 160 25844
1543 110 18114
1544 29 17126
1545 38 15349
1546 25 1938
1547 65 15247
1548 78 27659
1549 186 26348
1550 39 2359
1551 76 21901
1552 147 4790
1553 153 3420
1554 173 29020
1555 77 10718
1556 115 6893
1557 176 29954
1558 136 16765
1559 171 10804
1560 91 2481
1561 48 15123
1562 90 9569
1563 106 3976
1564 163 25955
1565 27 12153
1566 113 28999
1567 189 4467
1568 132 7798
1569 87 9760
1570 89 12995
1571 37 13435
1572 183 6404
1573 117 5327
1574 136 20511
1575 186 9762
1576 87 18634
1577 45 3761
1578 162 7958
1579 48 24484
1580 144 20762
1581 164 8576
1582 104 17041
1583 154 29899
1584 46 27280
1585 130 20710
1586 107 19190
1587 153 6513
1588 81 237
1589 71 1465
1590 83 4321
1591 82 20090
1592 194 18814
1593 162 3859
1594 91 20641
1595 30 7034
1596 98 17681
1597 129 7514
1598 73 5003
1599 28 12262
1600 50 6126
1601 132 18908
1602 27 7116
1603 85 27260
1604 80 13611
1605 140 4450
1606 179 22653
1607 147 23588
1608 163 7444
1609 190 20941
1610 44 8491
1611 191 15838
1612 52 19935
1613 47 7244
1614 129 13466
1615 122 3571
1616 111 22477
1617 38 14906
1618 176 24250
1619 61 19647
1620 157 23592
1621 56 2143
1622 60 1339
1623 171 10414
1624 38 5880
1625 115 13218
1626 43 29329
1627 39 16894
1628 87 28757
1629 33 20552
1630 38 19994
1631 98 8165
1632 46 16599
1633 166 24765
1634 137 17938
1635 179 25061
1636 177 21211
1637 91 4124
1638 77 5637
1639 98 14034
1640 85 22244
1641 187 8591
1642 156 2657
1643 36 23538
1644 125 25972
1645 161 19987
1646 102 14562
1647 191 11139
1648 97 27572
1649 72 24713
1650 157 26666
1651 101 3389
1652 124 29679
1653 96 29480
1654 156 4753
1655 194 29536
1656 44 23468
1657 182 7623
1658 181 16313
1659 145 3889
1660 100 21601
1661 171 10953
1662 91 22025
1663 164 13675
1664 116 4347
1665 171 11456
1666 188 4511
1667 196 7944
1668 53 5060
1669 39 22208
1670 124 3640
1671 87 25864
1672 76 18924
1673 70 29584
1674 124 10998
1675 152 224
1676 47 3699
1677 128 15113
1678 147 9619
1679 139 28023
1680 53 13525
1681 126 27681
1682 107 7026
1683 192 4927
1684 189 19398
1685 183 4600
1686 166 1581
1687 183 26497
1688 65 3949
1689 88 2092
1690 170 12255
1691 115 23896
1692 25 26195
1693 168 24380
1694 173 14146
1695 138 2482
1696 142 14583
1697 106 22056
1698 160 12137
1699 111 10044
1700 118 469
1701 188 923
1702 89 15106
1703 51 28905
1704 86 6202
1705 109 16704
1706 129 16015
1707 111 17113
1708 169 2311
1709 140 24374
1710 112 10245
1711 95 20478
1712 116 3368
1713 29 22787
1714 200 15867
1715 151 23389
1716 135 17474
1717 64 24736
1718 171 10786
1719 144 4337
1720 68 7340
1721 152 11796
1722 115 14342
1723 52 5563
1724 180 16752
1725 88 9460
1726 108 3142
1727 73 28175
1728 85 18821
1729 26 28364
1730 120 23792
1731 129 27374
1732 153 5120
1733 69 26547
1734 185 4805
1735 43 2892
1736 104 4626
1737 87 11850
1738 96 19947
1739 29 18323
1740 34 23700
1741 158 10045
1742 178 4070
1743 68 9702
1744 35 5533
1745 74 3930
1746 148 12522
1747 111 23292
1748 33 12468
1749 86 3545
1750 96 3425
1751 45 5767
1752 138 27475
1753 121 16073
1754 37 11381
1755 100 470
1756 80 14881
1757 27 14625
1758 127 25086
1759 159 24545
1760 66 15096
1761 130 12645
1762 73 12480
1763 40 21609
1764 123 8477
1765 137 24922
1766 69 14293
1767 121 9007
1768 80 18305
1769 31 11892
1770 29 12178
1771 114 17468
1772 27 22876
1773 181 28713
1774 113 15475
1775 65 1282
1776 98 28082
1777 94 10890
1778 73 26213
1779 26 24564
1780 73 10354
1781 117 5646
1782 47 20173
1783 52 12766
1784 117 22434
1785 169 20865
1786 92 7018
1787 69 14374
1788 61 29481
1789 86 6909
1790 115 12694
1791 54 21876
1792 159 22115
1793 133 4039
1794 95 11614
1795 66 5720
1796 87 24439
1797 125 22965
1798 59 2368
1799 186 29440
1800 25 6739
1801 136 12116
1802 164 17692
1803 49 26353
1804 44 22278
1805 37 8478
1806 35 17803
1807 185 28449
1808 53 15821
1809 128 4596
1810 66 13793
1811 131 2105
1812 79 4383
1813 101 22842
1814 198 7151
1815 129 14254
1816 169 1640
1817 154 10348
1818 60 5562
1819 196 19207
1820 88 22665
1821 77 9162
1822 27 10741
1823 195 26735
1824 106 16450
1825 42 6699
1826 154 24348
1827 139 14825
1828 130 16576
1829 186 18183
1830 166 12650
1831 189 26670
1832 169 5158
1833 129 16324
1834 119 20069
1835 147 14910
1836 85 15919
1837 32 29551
1838 123 1682
1839 181 5924
1840 187 3967
1841 39 1076
1842 98 10481
1843 100 3396
1844 120 29917
1845 82 3485
1846 126 366
1847 146 9559
1848 139 13523
1849 50 28946
1850 63 14116
1851 167 29027
1852 170 7926
1853 185 9397
1854 63 1213
1855 160 10441
1856 115 10646
1857 117 9845
1858 143 3768
1859 144 886
1860 141 11169
1861 187 22602
1862 87 17228
1863 88 29761
1864 182 4394
1865 122 10692
1866 85 18913
1867 30 24895
1868 190 14646
1869 75 19149
1870 43 25962
1871 141 27389
1872 200 23809
1873 73 10438
1874 113 20472
1875 179 7613
1876 145 28397
1877 158 25879
1878 161 8726
1879 31 22726
1880 199 697
1881 114 7979
1882 145 25839
1883 129 22798
1884 109 13515
1885 50 2695
1886 141 24239
1887 187 28788
1888 87 7316
1889 145 28327
1890 115 26899
1891 91 12131
1892 152 12505
1893 65 17272
1894 198 10000
1895 181 17052
1896 128 19766
1897 94 6656
1898 189 10607
1899 69 2441
1900 65 17751
1901 39 16301
1902 125 11569
1903 184 19091
1904 124 7016
1905 114 29375
1906 115 6060
1907 137 11914
1908 92 25866
1909 105 22497
1910 113 15533
1911 148 22912
1912 43 10930
1913 39 27255
1914 104 5371
1915 119 28360
1916 105 17533
1917 189 24165
1918 197 12452
1919 144 689
1920 164 7025
1921 199 6086
1922 36 24271
1923 71 8000
1924 176 23535
1925 56 8704
1926 99 16396
1927 119 20717
1928 85 7533
1929 139 7916
1930 80 369
1931 171 18728
1932 53 3639
1933 117 29706
1934 83 26148
1935 34 18262
1936 92 19512
1937 163 22607
1938 94 25049
1939 134 16622
1940 47 13806
1941 85 4001
1942 33 9644
1943 166 10229
1944 112 25392
1945 120 6431
1946 25 770
1947 79 26365
1948 177 8051
1949 142 3203
1950 94 15519
1951 144 20073
1952 110 28514
1953 191 25164
1954 66 19637
1955 113 24848
1956 154 19813
1957 72 16346
1958 40 6269
1959 118 29336
1960 181 27421
1961 110 10125
1962 54 7276
1963 97 8950
1964 198 15263
1965 192 8579
1966 53 9967
1967 179 12163
1968 56 11330
1969 70 14745
1970 158 1814
1971 48 17111
1972 194 21144
1973 72 3786
1974 172 6381
1975 89 18128
1976 65 21590
1977 196 8342
1978 26 17445
1979 116 26895
1980 171 12147
1981 154 9839
1982 58 4124
1983 89 13297
1984 165 5678
1985 50 5474
1986 155 20337
1987 160 18173
1988 32 2391
1989 110 27948
1990 59 7782
1991 147 25275
1992 147 27031
1993 185 4588
1994 163 3612
1995 35 17181
1996 134 13308
1997 83 20575
1998 159 1724
1999 120 21940
2000 145 14617
2001 61 27596
2002 81 2701
2003 176 5489
2004 91 14077
2005 84 26566
2006 122 2214
2007 152 27580
2008 36 14512
2009 192 13718
2010 163 16354
2011 170 16585
2012 117 10621
2013 127 29795
2014 64 23734
2015 126 26096
2016 166 1851
2017 99 26007
2018 159 22162
2019 63 15993
2020 86 17634
2021 38 10799
2022 191 23454
2023 51 19091
2024 53 16898
2025 64 8792
2026 171 16410
2027 40 9263
2028 126 15238
2029 25 22077
2030 164 19847
2031 164 23673
2032 41 24567
2033 167 2599
2034 176 27525
2035 87 5670
2036 190 13853
2037 108 11357
2038 194 1198
2039 71 27974
2040 167 15958
2041 165 4049
2042 183 8492
2043 151 12100
2044 186 11424
2045 200 9053
2046 30 5052
2047 29 29318
2048 90 5108
2049 84 22697
2050 64 3210
2051 54 494
2052 110 21186
2053 162 7071
2054 199 18648
2055 77 23182
2056 69 24513
2057 54 13324
2058 85 23245
2059 151 9438
2060 84 5951
2061 82 12289
2062 178 3918
2063 174 16971
2064 121 26225
2065 59 24361
2066 66 14385
2067 142 29200
2068 154 6703
2069 182 4304
2070 62 24018
2071 133 6306
2072 139 7419
2073 85 27887
2074 95 27756
2075 196 5330
2076 50 2165
2077 106 21059
2078 154 5575
2079 197 27811
2080 63 399
2081 163 7584
2082 135 17024
2083 71 3056
2084 70 25757
2085 168 1779
2086 150 17548
2087 76 21008
2088 190 10417
2089 38 25628
2090 148 2569
2091 101 18229
2092 101 24926
2093 63 23519
2094 188 6371
2095 169 8650
2096 41 19851
2097 82 27904
2098 98 5720
2099 103 13303
2100 44 14670
2101 177 3954
2102 98 5868
2103 121 3535
2104 52 20207
2105 35 7159
2106 95 6471
2107 35 10212
2108 157 17377
2109 90 14600
2110 123 1410
2111 58 6868
2112 180 28539
2113 155 4485
2114 106 18433
2115 147 12086
2116 119 15571
2117 159 18024
2118 38 17351
2119 30 20426
2120 77 20720
2121 104 6684
2122 191 29323
2123 71 11291
2124 179 26976
2125 154 23150
2126 185 8195
2127 105 2348
2128 53 23843
2129 104 17343
2130 43 7322
2131 124 28081
2132 36 21818
2133 80 27033
2134 200 7662
2135 90 29429
2136 165 15042
2137 152 14627
2138 36 29358
2139 53 13766
2140 85 4511
2141 91 7421
2142 57 19635
2143 160 25790
2144 157 29303
2145 148 25752
2146 152 18911
2147 176 12219
2148 80 16288
2149 75 2599
2150 181 3061
2151 195 5033
2152 174 14490
2153 52 21521
2154 95 21928
2155 62 16531
2156 126 18553
2157 151 21847
2158 51 10070
2159 172 21664
2160 36 767
2161 47 5051
2162 53 23950
2163 189 6756
2164 181 2872
2165 50 10537
2166 68 17733
2167 58 13089
2168 54 11581
2169 153 22421
2170 92 9894
2171 31 12650
2172 70 9254
2173 40 12985
2174 195 28483
2175 80 17751
2176 169 28414
2177 121 25277
2178 163 10070
2179 56 2600
2180 37 24089
2181 56 7928
2182 165 5057
2183 48 26747
2184 101 1976
2185 71 2849
2186 53 4469
2187 50 16667
2188 162 26345
2189 59 15749
2190 179 10650
2191 115 6779
2192 79 26299
2193 95 7777
2194 120 16790
2195 48 2012
2196 134 6216
2197 139 11755
2198 32 7306
2199 45 10613
2200 89 4019
2201 77 27502
2202 95 5310
2203 144 28561
2204 30 26522
2205 141 15536
2206 155 17807
2207 82 28937
2208 129 720
2209 113 26825
2210 29 29793
2211 108 4738
2212 80 21479
2213 100 29983
2214 136 1344
2215 59 14417
2216 138 6759
2217 70 20201
2218 140 2437
2219 81 2777
2220 54 9421
2221 80 18832
2222 115 10625
2223 192 24035
2224 152 832
2225 131 28852
2226 104 8751
2227 158 19335
2228 189 2785
2229 110 5364
2230 169 12616
2231 76 15842
2232 119 1697
2233 66 14146
2234 173 7506
2235 131 15794
2236 182 5234
2237 185 26856
2238 123 28744
2239 179 27202
2240 144 24453
2241 94 12903
2242 75 18699
2243 70 9783
2244 99 4259
2245 51 8315
2246 162 4926
2247 37 12600
2248 87 12902
2249 130 23459
2250 64 20020
2251 61 20037
2252 45 20229
2253 181 11111
2254 149 20487
2255 81 24900
2256 131 23422
2257 66 846
2258 128 16391
2259 44 9954
2260 193 2126
2261 133 13875
2262 36 25129
2263 50 26378
2264 86 5923
2265 196 11141
2266 78 5440
2267 34 27547
2268 93 774
2269 105 20993
2270 148 6025
2271 60 18902
2272 62 6397
2273 187 17917
2274 140 6727
2275 119 19788
2276 28 28843
2277 102 28607
2278 59 19192
2279 64 14704
2280 146 14820
2281 109 3760
2282 43 9726
2283 162 28631
2284 107 22666
2285 191 8110
2286 155 18218
2287 59 4488
2288 79 23110
2289 109 106
2290 116 2979
2291 77 27743
2292 117 6259
2293 86 8495
2294 34 21333
2295 134 26915
2296 48 25394
2297 106 15467
2298 135 8331
2299 41 21969
2300 61 10072
2301 198 29687
2302 121 3441
2303 134 5607
2304 30 2930
2305 56 15441
2306 172 1957
2307 167 14080
2308 79 15884
2309 102 10016
2310 105 22124
2311 170 2424
2312 181 13956
2313 122 28988
2314 70 1987
2315 196 29634
2316 34 27386
2317 160 23050
2318 66 16198
2319 169 10079
2320 175 17072
2321 119 7739
2322 124 15053
2323 98 9946
2324 177 27096
2325 129 20857
2326 139 9595
2327 136 13087
2328 38 11170
2329 98 28539
2330 172 15734
2331 165 1565
2332 103 10196
2333 174 26648
2334 81 5974
2335 78 28224
2336 30 14948
2337 66 18425
2338 120 10483
2339 171 7288
2340 66 1035
2341 104 3148
2342 61 27776
2343 51 16882
2344 73 17364
2345 197 28452
2346 145 26297
2347 88 28919
2348 36 7333
2349 54 9237
2350 67 14995
2351 140 12704
2352 142 19773
2353 128 6294
2354 71 12202
2355 197 20537
2356 61 24429
2357 44 6569
2358 180 22622
2359 35 7500
2360 122 21575
2361 135 19434
2362 119 12318
2363 105 714
2364 74 26622
2365 150 9308
2366 169 113
2367 115 11558
2368 133 5843
2369 35 9196
2370 116 14136
2371 44 7632
2372 172 29767
2373 113 13471
2374 61 20355
2375 66 8726
2376 193 9624
2377 39 12503
2378 189 29215
2379 104 24294
2380 117 5870
2381 154 13805
2382 182 8316
2383 58 14923
2384 150 25917
2385 46 2202
2386 28 23849
2387 81 1319
2388 167 6737
2389 189 22355
2390 155 18462
2391 176 21723
2392 93 11943
2393 57 26377
2394 173 145
2395 118 19697
2396 118 623
2397 101 24699
2398 67 28863
2399 141 29448
2400 131 10090
2401 121 17534
2402 90 24186
2403 108 3905
2404 98 16344
2405 187 10717
2406 189 10043
2407 175 9241
2408 41 13016
2409 89 15845
2410 96 8990
2411 142 25525
2412 181 9042
2413 151 24903
2414 40 12548
2415 166 15386
2416 117 2351
2417 143 9279
2418 80 4474
2419 103 10161
2420 73 22145
2421 181 1973
2422 115 23316
2423 69 13227
2424 115 23181
2425 184 25842
2426 179 10965
2427 62 18135
2428 94 644
2429 197 16966
2430 143 20090
2431 183 18532
2432 64 17974
2433 106 1679
2434 39 17344
2435 136 13264
2436 136 9068
2437 76 731
2438 135 2801
2439 109 21417
2440 117 19380
2441 98 10855
2442 144 27679
2443 181 26702
2444 75 24729
2445 187 17865
2446 155 22369
2447 180 19962
2448 158 4205
2449 177 9141
2450 132 16184
2451 124 20092
2452 91 20343
2453 46 10338
2454 159 11130
2455 114 1828
2456 150 8068
2457 34 7205
2458 74 18023
2459 58 10420
2460 183 276
2461 69 10273
2462 141 4680
2463 195 15690
2464 173 4579
2465 134 19488
2466 146 6289
2467 99 28716
2468 96 6752
2469 101 2478
2470 66 23511
2471 169 1095
2472 130 23339
2473 35 20027
2474 185 24909
2475 55 6815
2476 40 28731
2477 104 532
2478 186 23674
2479 118 1350
2480 132 23755
2481 190 1717
2482 36 6768
2483 152 3027
2484 200 22189
2485 88 14105
2486 107 16161
2487 119 29980
2488 51 29849
2489 78 3563
2490 125 26804
2491 65 26293
2492 70 10168
2493 48 11648
2494 105 19397
2495 141 14796
2496 120 10186
2497 40 19547
2498 146 29648
2499 165 13177
2500 84 4428
2501 73 26590
2502 100 18831
2503 129 12790
2504 111 29278
2505 200 26140
2506 42 9433
2507 104 27967
2508 72 25607
2509 70 29793
2510 196 28963
2511 180 4507
2512 68 13804
2513 173 2453
2514 51 22977
2515 85 17990
2516 116 19261
2517 27 24344
2518 115 23851
2519 181 9474
2520 176 6189
2521 165 19209
2522 109 4396
2523 32 17924
2524 122 3141
2525 60 27709
2526 191 8656
2527 159 23955
2528 99 2619
2529 175 18613
2530 195 18388
2531 98 29351
2532 184 3884
2533 54 28443
2534 30 13530
2535 164 20861
2536 78 26232
2537 62 24394
2538 59 16301
2539 70 13332
2540 185 33
2541 137 4248
2542 184 19607
2543 162 13850
2544 154 24608
2545 182 24172
2546 123 21767
2547 186 3347
2548 42 29919
2549 181 23383
2550 113 22408
2551 92 15870
2552 199 13369
2553 80 1969
2554 125 22581
2555 76 25461
2556 93 9044
2557 36 20357
2558 35 27909
2559 86 27228
2560 173 13020
2561 63 18215
2562 74 21273
2563 65 6788
2564 191 6053
2565 114 10991
2566 116 27117
2567 85 23450
2568 125 19828
2569 34 16505
2570 192 29774
2571 86 17724
2572 25 18025
2573 88 13819
2574 134 24990
2575 190 21154
2576 81 15149
2577 64 25498
2578 93 13633
2579 197 3963
2580 189 8807
2581 114 24497
2582 107 24518
2583 82 29112
2584 65 26068
2585 120 9456
2586 169 10285
2587 115 17361
2588 78 17963
2589 196 26947
2590 192 24929
2591 156 27312
2592 101 10171
2593 177 22849
2594 51 1446
2595 116 19840
2596 100 821
2597 184 28878
2598 130 8633
2599 189 22386
2600 148 19957
2601 25 13244
2602 89 5371
2603 149 4902
2604 45 8136
2605 80 6284
2606 192 26299
2607 147 19493
2608 46 9108
2609 125 12976
2610 113 28208
2611 87 3508
2612 172 23502
2613 169 717
2614 127 6726
2615 134 19538
2616 194 1294
2617 166 9626
2618 113 9738
2619 40 29997
2620 121 29079
2621 33 27288
2622 122 28931
2623 68 14551
2624 30 18177
2625 190 24942
2626 200 6693
2627 169 21764
2628 138 13538
2629 136 15032
2630 47 28286
2631 178 29648
2632 67 20055
2633 49 12595
2634 184 152
2635 152 24016
2636 199 7928
2637 143 7312
2638 66 27139
2639 126 21248
2640 107 25739
2641 117 14402
2642 183 27342
2643 141 15329
2644 87 11349
2645 48 7493
2646 74 17633
2647 76 21916
2648 31 16412
2649 135 7478
2650 28 29806
2651 45 28498
2652 109 5500
2653 73 20942
2654 38 27670
2655 149 24304
2656 40 4730
2657 153 8543
2658 191 21222
2659 119 19301
2660 162 582
2661 49 1259
2662 31 3932
2663 190 2253
2664 63 4036
2665 91 19610
2666 73 23927
2667 195 24277
2668 138 267
2669 59 14767
2670 104 3759
2671 86 10400
2672 176 479
2673 182 23262
2674 60 19164
2675 42 6973
2676 169 15706
2677 159 20663
2678 29 7756
2679 188 22684
2680 200 8998
2681 61 28336
2682 52 13104
2683 157 15054
2684 162 20535
2685 180 362
2686 125 15242
2687 113 9133
2688 32 6054
2689 66 13771
2690 121 21308
2691 191 27665
2692 77 11677
2693 128 3002
2694 48 11243
2695 77 7575
2696 56 14329
2697 159 12219
2698 32 17579
2699 112 29858
2700 57 3444
2701 51 8757
2702 85 17331
2703 121 17108
2704 160 26635
2705 198 1304
2706 62 4324
2707 96 1306
2708 88 17295
2709 123 11783
2710 177 6343
2711 198 7832
2712 152 7972
2713 43 7159
2714 134 23674
2715 80 10014
2716 149 13586
2717 74 28505
2718 108 6659
2719 52 13355
2720 85 29193
2721 74 3938
2722 100 13626
2723 99 2219
2724 32 22254
2725 138 12161
2726 60 16063
2727 144 8323
2728 90 16394
2729 162 25935
2730 156 5201
2731 116 13536
2732 75 24717
2733 65 2406
2734 199 4004
2735 153 23723
2736 181 6770
2737 132 25768
2738 35 15607
2739 107 4019
2740 92 18340
2741 91 25511
2742 42 18874
2743 130 4787
2744 60 2019
2745 57 21687
2746 171 13020
2747 46 2357
2748 176 23614
2749 67 28167
2750 42 3227
2751 185 19870
2752 84 25901
2753 29 19447
2754 187 19975
2755 65 8422
2756 82 22347
2757 196 25419
2758 28 20469
2759 69 29191
2760 191 13629
2761 117 6058
2762 112 8803
2763 70 17088
2764 88 19528
2765 190 19089
2766 170 13494
2767 54 15454
2768 154 947
2769 76 9956
2770 97 11068
2771 33 5587
2772 46 5013
2773 117 27337
2774 129 13914
2775 40 24320
2776 62 6460
2777 33 6894
2778 198 15142
2779 165 6734
2780 118 21938
2781 118 10127
2782 127 11132
2783 180 27529
2784 134 13183
2785 148 9350
2786 146 8565
2787 112 4015
2788 49 28645
2789 32 15409
2790 54 16935
2791 200 22803
2792 106 16456
2793 168 15008
2794 38 28
2795 53 12619
2796 85 23914
2797 81 3748
2798 109 7381
2799 196 23474
2800 155 15111
2801 176 21165
2802 51 463
2803 83 13603
2804 155 9234
2805 156 24368
2806 176 15091
2807 139 19562
2808 115 16866
2809 49 9496
2810 38 9013
2811 186 8858
2812 38 3914
2813 37 20675
2814 54 20232
2815 140 1857
2816 103 29675
2817 37 11721
2818 66 903
2819 132 5596
2820 161 24335
2821 180 12656
2822 169 17134
2823 145 23675
2824 87 25841
2825 138 27244
2826 173 7987
2827 62 14131
2828 117 7762
2829 173 23194
2830 146 1656
2831 194 16040
2832 155 774
2833 104 1468
2834 101 23083
2835 79 18165
2836 161 19730
2837 188 9546
2838 103 15741
2839 76 23566
2840 165 12742
2841 129 22786
2842 64 15966
2843 76 2628
2844 168 24424
2845 166 28073
2846 199 3575
2847 88 27409
2848 165 18223
2849 36 12377
2850 130 18643
2851 117 11426
2852 188 20416
2853 83 21587
2854 100 6895
2855 120 24089
2856 76 18664
2857 130 16715
2858 142 141
2859 135 11061
2860 92 27868
2861 149 26994
2862 122 29596
2863 43 12142
2864 194 29630
2865 142 11827
2866 184 7762
2867 77 2996
2868 26 26927
2869 126 10685
2870 133 28789
2871 157 29808
2872 196 27998
2873 51 4785
2874 130 12217
